event_id,customer_id,event_name,event_time
EVT00000334,CUSUB73657661,Document Uploaded,2025-08-13
EVT00000335,CUSUB73657661,Session Started,12-11-2025
EVT00000336,CUSUB73657661,Document Uploaded,09-Jan-2025
EVT00000337,CUSUB73657661,Document Uploaded,20-Jun-2025
EVT00000338,CUSUB73657661,kyc_completed,2025-12-21
EVT00000339,CUSUB73657661,Account Approved,05-01-2025
EVT00000340,CUSUB73657661,account_activated,03-06-2025
EVT00000341,CUSUD98851656,account_activated,14/06/2025
EVT00000342,CUSUD98851656,account_activated,02/01/2025
EVT00000343,CUSUD98851656,Document Uploaded,2025-02-10 22:59:04
EVT00000344,CUSUD98851656,E-Sign Completed,2025-12-12
EVT00000345,CUSUD98851656,kyc_completed,16/09/2025
EVT00000346,CUSUD98851656,Login,2025-09-23
EVT00000347,CUSUD98851656,PAN Verified,07/06/2025
EVT00000348,CUSUD98851656,Login,2025-11-04 15:37:59
EVT00000349,CUSBM49368998,account_activated,2025-06-08
EVT00000350,CUSBM49368998,Esign_Completed,2025-11-18 22:52:36
EVT00000351,CUSKX01836675,Session Started,10-Sep-2025
EVT00000352,CUSKX01836675,OTP Verified,21/06/2026
EVT00000353,CUSKX01836675,OTP Verified,04-22-2026
EVT00000354,CUSKX01836675,otp_verified,2025-03-29
EVT00000355,CUSKX01836675,Account Approved,2025-04-03 12:48:37
EVT00000356,CUSKX01836675,account_activated,18/08/2025
EVT00000357,CUSKX01836675,E-Sign Completed,01/04/2026
EVT00000358,CUSKX01836675,E-Sign Completed,03-22-2026
EVT00000359,CUSKX01836675,Document Uploaded,08-16-2025
EVT00000360,CUSBH97643815,KYC Completed,16-Apr-2026
EVT00000361,CUSBH97643815,PAN Verified,05-29-2026
EVT00000362,CUSBH97643815,KYC Completed,2026-06-05 02:58:07
EVT00000363,CUSBH97643815,Account Activated,2025-04-30
EVT00000364,CUSBH97643815,Document Uploaded,2025-01-03
EVT00000365,CUSBH97643815,KYC Completed,2025-06-29
EVT00000366,CUSBH97643815,otp_verified,06-02-2026
EVT00000367,CUSBH97643815,otp_verified,2025-08-24 22:15:26
EVT00000368,CUSYI45107622,OTP Verified,2025-07-07 23:55:13
EVT00000369,CUSYI45107622,Esign_Completed,20/01/2025
EVT00000370,CUSYI45107622,Session Started,2025-07-24 21:22:22
EVT00000371,CUSYI45107622,KYC Completed,2025-11-19
EVT00000372,CUSYI45107622,Esign_Completed,08-Nov-2025
EVT00000373,CUSYI45107622,PAN Verified,2026-01-16
EVT00000374,CUSYI45107622,Login,2025-01-30
EVT00000375,CUSYI45107622,Account Activated,03-Jun-2026
EVT00000376,CUSSX41605297,Login,11-29-2025
EVT00000377,CUSSX41605297,Account Activated,03-Jan-2025
EVT00000378,CUSSX41605297,PAN Verified,2026-05-03 08:07:21
EVT00000379,CUSSX41605297,Session Started,2025-09-09 22:57:33
EVT00000380,CUSPG81883552,OTP Verified,11/12/2025
EVT00000381,CUSPG81883552,Account Activated,05-08-2025
EVT00000382,CUSPG81883552,Login,2025-05-28 08:45:44
EVT00000383,CUSPG81883552,Account Activated,2025-01-15 22:55:17
EVT00000384,CUSPG81883552,OTP Verified,2025-11-16
EVT00000385,CUSLD52717744,Login,2025-08-12
EVT00000386,CUSLD52717744,Document Uploaded,2025-03-31 16:15:03
EVT00000387,CUSLD52717744,otp_verified,23/02/2025
EVT00000388,CUSME79807935,Document Uploaded,04-03-2025
EVT00000389,CUSME79807935,account_activated,26-Feb-2025
EVT00000390,CUSME79807935,Login,08/12/2025
EVT00000391,CUSME79807935,Account Activated,2025-03-04 22:23:35
EVT00000392,CUSME79807935,Document Uploaded,2025-07-26 09:53:18
EVT00000393,CUSDY25546659,Esign_Completed,09-20-2025
EVT00000394,CUSDY25546659,Account Approved,2026-03-19
EVT00000395,CUSDY25546659,account_activated,2025-09-26
EVT00000396,CUSDY25546659,Session Started,2025-08-30
EVT00000397,CUSDY25546659,PAN Verified,06-20-2025
EVT00000398,CUSDY25546659,Account Approved,27/04/2026
EVT00000399,CUSDY25546659,Session Started,14/10/2025
EVT00000400,CUSDY25546659,Account Approved,2025-11-09 18:10:08
EVT00000401,CUSDY25546659,PAN Verified,06/10/2025
EVT00000402,CUSYP54629148,account_activated,01-11-2026
EVT00000403,CUSYP54629148,Document Uploaded,05-13-2026
EVT00000404,CUSYP54629148,KYC Completed,03-27-2025
EVT00000405,CUSYP54629148,Account Activated,02-17-2025
EVT00000406,CUSYP54629148,OTP Verified,2025-05-14
EVT00000407,CUSYP54629148,Document Uploaded,02-16-2025
EVT00000408,CUSYP54629148,OTP Verified,10-14-2025
EVT00000409,CUSVH32214188,E-Sign Completed,26-Feb-2026
EVT00000410,CUSVH32214188,kyc_completed,17/01/2026
EVT00000411,CUSTZ37947383,Document Uploaded,10-Dec-2025
EVT00000412,CUSTZ37947383,E-Sign Completed,15-Jan-2026
EVT00000413,CUSTZ37947383,OTP Verified,21/06/2025
EVT00000414,CUSTZ37947383,kyc_completed,08-03-2025
EVT00000415,CUSTZ37947383,Login,2026-02-09 11:24:26
EVT00000416,CUSSF40758181,kyc_completed,2025-02-05 06:37:32
EVT00000417,CUSSF40758181,PAN Verified,31-May-2026
EVT00000418,CUSSF40758181,Session Started,2025-09-11 02:28:22
EVT00000419,CUSSF40758181,Account Activated,30-Apr-2026
EVT00000420,CUSSF40758181,otp_verified,13-Aug-2025
EVT00000421,CUSSF40758181,account_activated,05/03/2026
EVT00000422,CUSGT53615305,Esign_Completed,08-Apr-2026
EVT00000423,CUSGT53615305,Esign_Completed,2026-06-21 22:24:15
EVT00000424,CUSGT53615305,Session Started,2026-02-15
EVT00000425,CUSGT53615305,account_activated,2025-12-03
EVT00000426,CUSGT53615305,account_activated,2025-06-23
EVT00000427,CUSGT53615305,PAN Verified,2026-06-28
EVT00000428,CUSGT53615305,Account Approved,28-May-2026
EVT00000429,CUSGT53615305,account_activated,03-01-2026
EVT00000430,CUSGT53615305,Account Activated,09-Mar-2026
EVT00000431,CUSTH28986143,PAN Verified,2026-03-06 04:26:31
EVT00000432,CUSTH28986143,OTP Verified,2025-06-05 19:50:49
EVT00000433,CUSTH28986143,OTP Verified,07/04/2025
EVT00000434,CUSTH28986143,PAN Verified,2026-04-18 17:16:19
EVT00000435,CUSTH28986143,account_activated,09-May-2025
EVT00000436,CUSTH28986143,Esign_Completed,2025-03-20 14:21:38
EVT00000437,CUSQQ60953962,Account Activated,15/05/2025
EVT00000438,CUSQQ60953962,Session Started,12-May-2026
EVT00000439,CUSQQ60953962,Esign_Completed,28-Mar-2025
EVT00000440,CUSQQ60953962,Document Uploaded,2025-02-04
EVT00000441,CUSIC05153195,Session Started,30/09/2025
EVT00000442,CUSIC05153195,account_activated,19/05/2025
EVT00000443,CUSIC05153195,PAN Verified,04-16-2026
EVT00000444,CUSIC05153195,PAN Verified,2026-01-09 19:03:46
EVT00000445,CUSIC05153195,Session Started,06-11-2026
EVT00000446,CUSIC05153195,E-Sign Completed,16-Apr-2026
EVT00000447,CUSWP54868740,PAN Verified,2025-12-08 07:55:05
EVT00000448,CUSWP54868740,OTP Verified,04/06/2026
EVT00000449,CUSWP54868740,Login,14/03/2025
